,index,Unnamed: 0,Date,ESI,station,SMS-2.0in_mean,SMS-2.0in_count,how
1374,1374,1374,12/10/14,-1.3180089,2173:AL:SCAN,34.75714286,7,both
1375,1375,1375,12/10/14,-0.3731212,2180:AL:SCAN,9.142857143,7,both
1376,1376,1376,12/10/14,-0.5473885,2114:AL:SCAN,31.65714286,7,both
1378,1378,1378,12/10/14,-0.7512604,2181:AL:SCAN,14.91428571,7,both
1379,1379,1379,12/10/14,-0.12010259,2182:AL:SCAN,8.285714286,7,both
1381,1381,1381,12/10/14,-0.5203381,2056:AL:SCAN,41.97142857,7,both
1383,1383,1383,12/10/14,-0.30697513,2115:AL:SCAN,9,7,both
1384,1384,1384,12/10/14,-0.190231,2175:AL:SCAN,20.17142857,7,both
1385,1385,1385,12/10/14,0.16554643,2053:AL:SCAN,35.47142857,7,both
1386,1386,1386,7/9/14,-0.9586797,2057:AL:SCAN,17.95714286,7,both
1388,1388,1388,7/9/14,-2.2342112,2177:AL:SCAN,36.04285714,7,both
1389,1389,1389,7/9/14,-0.27512375,2113:AL:SCAN,16.97142857,7,both
1392,1392,1392,7/9/14,-1.996693,2173:AL:SCAN,13.92857143,7,both
1394,1394,1394,7/9/14,-1.4534785,2114:AL:SCAN,34.47142857,7,both
1395,1395,1395,7/9/14,-2.541349,2178:AL:SCAN,10.3,7,both
1396,1396,1396,7/9/14,-2.503691,2181:AL:SCAN,16.74285714,7,both
1399,1399,1399,7/9/14,-0.09387602,2056:AL:SCAN,24.41428571,7,both
1401,1401,1401,7/9/14,-2.3683217,2115:AL:SCAN,5.128571429,7,both
1404,1404,1404,9/17/14,1.27498,2057:AL:SCAN,21.08571429,7,both
1406,1406,1406,9/17/14,-0.21944551,2177:AL:SCAN,40.82857143,7,both
1407,1407,1407,9/17/14,2.1613064,2113:AL:SCAN,7.414285714,7,both
1410,1410,1410,9/17/14,2.071412,2173:AL:SCAN,15.52857143,7,both
1412,1412,1412,9/17/14,-0.24504685,2114:AL:SCAN,24.48571429,7,both
1413,1413,1413,9/17/14,-1.2469164,2178:AL:SCAN,11.14285714,7,both
1414,1414,1414,9/17/14,0.8868499,2181:AL:SCAN,19.54285714,7,both
1417,1417,1417,9/17/14,2.445489,2056:AL:SCAN,15.17142857,7,both
1419,1419,1419,9/17/14,0.3847567,2115:AL:SCAN,5.928571429,7,both
1422,1422,1422,7/30/14,-1.606841,2057:AL:SCAN,26.6,7,both
1424,1424,1424,7/30/14,0.18347326,2177:AL:SCAN,41.18571429,7,both
1425,1425,1425,7/30/14,-1.8429414,2113:AL:SCAN,12.31428571,7,both
1428,1428,1428,7/30/14,-1.8677409,2173:AL:SCAN,24.32857143,7,both
1430,1430,1430,7/30/14,-1.5255965,2114:AL:SCAN,31.87142857,7,both
1431,1431,1431,7/30/14,-2.1538603,2178:AL:SCAN,15.55714286,7,both
1432,1432,1432,7/30/14,-0.34668037,2181:AL:SCAN,24.97142857,7,both
1435,1435,1435,7/30/14,-1.0189549,2056:AL:SCAN,20.05714286,7,both
1437,1437,1437,7/30/14,-3.165909,2115:AL:SCAN,8.428571429,7,both
1438,1438,1438,7/30/14,-0.44634578,2175:AL:SCAN,20.37142857,7,both
1439,1439,1439,7/30/14,0.8541693,2053:AL:SCAN,17.85714286,7,both
1440,1440,1440,11/26/14,0.80893105,2057:AL:SCAN,32.68571429,7,both
1442,1442,1442,11/26/14,0.10312845,2177:AL:SCAN,44.22857143,7,both
1443,1443,1443,11/26/14,0.7280771,2113:AL:SCAN,33.77142857,7,both
1444,1444,1444,11/26/14,1.3933486,2174:AL:SCAN,46.11428571,7,both
1445,1445,1445,11/26/14,1.2351846,2055:AL:SCAN,30.02857143,7,both
1446,1446,1446,11/26/14,1.6083031,2173:AL:SCAN,32.87142857,7,both
1447,1447,1447,11/26/14,0.48001996,2180:AL:SCAN,11.7,7,both
1448,1448,1448,11/26/14,0.98757607,2114:AL:SCAN,29.61428571,7,both
1450,1450,1450,11/26/14,0.7443909,2181:AL:SCAN,25.58571429,7,both
1451,1451,1451,11/26/14,0.63398397,2182:AL:SCAN,14.08571429,7,both
1453,1453,1453,11/26/14,0.76065713,2056:AL:SCAN,37.9,7,both
1455,1455,1455,11/26/14,0.4181608,2115:AL:SCAN,10.17142857,7,both
1456,1456,1456,11/26/14,0.4677319,2175:AL:SCAN,21.51428571,7,both
1457,1457,1457,11/26/14,1.1372603,2053:AL:SCAN,33.57142857,7,both
1458,1458,1458,4/9/14,1.8837758,2057:AL:SCAN,34.62857143,7,both
1459,1459,1459,4/9/14,1.8816286,2078:AL:SCAN,29.45714286,7,both
1460,1460,1460,4/9/14,1.0056026,2177:AL:SCAN,53.91428571,7,both
1462,1462,1462,4/9/14,1.6371042,2174:AL:SCAN,56.24285714,7,both
1464,1464,1464,4/9/14,2.1877308,2173:AL:SCAN,25.81428571,7,both
1466,1466,1466,4/9/14,0.54592675,2114:AL:SCAN,40.47142857,7,both
1467,1467,1467,4/9/14,1.6332444,2178:AL:SCAN,20.62857143,7,both
1468,1468,1468,4/9/14,1.0625716,2181:AL:SCAN,30.17142857,7,both
1472,1472,1472,4/9/14,2.0305247,2179:AL:SCAN,26.12857143,7,both
1473,1473,1473,4/9/14,0.6259608,2115:AL:SCAN,19.68571429,7,both
1474,1474,1474,4/9/14,0.24958117,2175:AL:SCAN,28.77142857,7,both
1475,1475,1475,4/9/14,1.6253935,2053:AL:SCAN,35.71428571,7,both
1478,1478,1478,9/10/14,1.8778766,2177:AL:SCAN,54.51428571,7,both
1482,1482,1482,9/10/14,0.07030278,2173:AL:SCAN,17.75714286,7,both
1484,1484,1484,9/10/14,2.287963,2114:AL:SCAN,24.81428571,7,both
1485,1485,1485,9/10/14,2.1261957,2178:AL:SCAN,12.48571429,7,both
1486,1486,1486,9/10/14,1.9907975,2181:AL:SCAN,24.31428571,7,both
1489,1489,1489,9/10/14,2.2552848,2056:AL:SCAN,16.4,7,both
1491,1491,1491,9/10/14,1.5958043,2115:AL:SCAN,8.085714286,7,both
1492,1492,1492,9/10/14,0.9812201,2175:AL:SCAN,15.14285714,7,both
1494,1494,1494,8/6/14,-0.23574361,2057:AL:SCAN,17.55714286,7,both
1497,1497,1497,8/6/14,-0.6477904,2113:AL:SCAN,6.457142857,7,both
1500,1500,1500,8/6/14,-0.635282,2173:AL:SCAN,13.78571429,7,both
1502,1502,1502,8/6/14,-2.1715329,2114:AL:SCAN,28.24285714,7,both
1503,1503,1503,8/6/14,-2.6744351,2178:AL:SCAN,12.64285714,7,both
1507,1507,1507,8/6/14,-0.4321007,2056:AL:SCAN,17.91428571,7,both
1509,1509,1509,8/6/14,-2.5291998,2115:AL:SCAN,5.971428571,7,both
1511,1511,1511,8/6/14,0.6394629,2053:AL:SCAN,13.27142857,7,both
1530,1530,1530,3/19/14,0.3251655,2057:AL:SCAN,32.31428571,7,both
1532,1532,1532,3/19/14,0.61599576,2177:AL:SCAN,55.67142857,7,both
1533,1533,1533,3/19/14,0.31716892,2113:AL:SCAN,33.51428571,7,both
1534,1534,1534,3/19/14,0.84529465,2174:AL:SCAN,53.91428571,7,both
1536,1536,1536,3/19/14,1.205578,2173:AL:SCAN,23.15714286,7,both
1538,1538,1538,3/19/14,0.758891,2114:AL:SCAN,40.4,7,both
1539,1539,1539,3/19/14,0.6771349,2178:AL:SCAN,26.05714286,7,both
1540,1540,1540,3/19/14,1.6879028,2181:AL:SCAN,27.18571429,7,both
1544,1544,1544,3/19/14,1.029113,2179:AL:SCAN,24.05714286,7,both
1545,1545,1545,3/19/14,0.7043327,2115:AL:SCAN,20.52857143,7,both
1546,1546,1546,3/19/14,0.17147185,2175:AL:SCAN,27.34285714,7,both
1547,1547,1547,3/19/14,-0.44831467,2053:AL:SCAN,32.82857143,7,both
1548,1548,1548,10/15/14,1.9229392,2057:AL:SCAN,31.31428571,7,both
1550,1550,1550,10/15/14,-1.7876626,2177:AL:SCAN,37.84285714,7,both
1552,1552,1552,10/15/14,1.4282806,2174:AL:SCAN,47.12857143,7,both
1555,1555,1555,10/15/14,-2.9899974,2180:AL:SCAN,13.2,7,both
1556,1556,1556,10/15/14,0.5165428,2114:AL:SCAN,22.2,7,both
1558,1558,1558,10/15/14,0.34081063,2181:AL:SCAN,18.01428571,7,both
1559,1559,1559,10/15/14,1.371972,2182:AL:SCAN,11.42857143,7,both
1561,1561,1561,10/15/14,1.9835664,2056:AL:SCAN,33,7,both
1562,1562,1562,10/15/14,2.5760462,2179:AL:SCAN,28.01428571,7,both
1563,1563,1563,10/15/14,-0.3235133,2115:AL:SCAN,6.814285714,7,both
1564,1564,1564,10/15/14,0.1706274,2175:AL:SCAN,13.24285714,7,both
1566,1566,1566,2/19/14,-0.44069347,2057:AL:SCAN,35.65714286,7,both
1568,1568,1568,2/19/14,-0.000659985,2177:AL:SCAN,54.94285714,7,both
1569,1569,1569,2/19/14,-0.18872096,2113:AL:SCAN,36.24285714,7,both
1570,1570,1570,2/19/14,1.5719595,2174:AL:SCAN,55.4,7,both
1572,1572,1572,2/19/14,1.7867941,2173:AL:SCAN,32.92857143,7,both
1574,1574,1574,2/19/14,1.4041984,2114:AL:SCAN,40.6,7,both
1575,1575,1575,2/19/14,0.25065917,2178:AL:SCAN,27.17142857,7,both
1576,1576,1576,2/19/14,0.36450878,2181:AL:SCAN,27.87142857,7,both
1580,1580,1580,2/19/14,1.2336408,2179:AL:SCAN,28.64285714,7,both
1581,1581,1581,2/19/14,0.599025,2115:AL:SCAN,25.9,7,both
1582,1582,1582,2/19/14,0.46853653,2175:AL:SCAN,18.88571429,7,both
1583,1583,1583,2/19/14,-0.36808583,2053:AL:SCAN,37.14285714,7,both
1584,1584,1584,6/25/14,0.7428305,2057:AL:SCAN,17.85714286,7,both
1587,1587,1587,6/25/14,1.3727345,2113:AL:SCAN,23.12857143,7,both
1588,1588,1588,6/25/14,0.50631285,2174:AL:SCAN,57.47142857,7,both
1590,1590,1590,6/25/14,1.3815285,2173:AL:SCAN,11.34285714,7,both
1592,1592,1592,6/25/14,1.3958787,2114:AL:SCAN,39.11428571,7,both
1593,1593,1593,6/25/14,0.47210723,2178:AL:SCAN,12.04285714,7,both
1597,1597,1597,6/25/14,1.3480729,2056:AL:SCAN,20.78571429,7,both
1599,1599,1599,6/25/14,1.0876492,2115:AL:SCAN,8.785714286,7,both
1602,1602,1602,1/15/14,0.44938663,2057:AL:SCAN,34.68571429,7,both
1604,1604,1604,1/15/14,-0.006641489,2177:AL:SCAN,52.95714286,7,both
1605,1605,1605,1/15/14,0.14663234,2113:AL:SCAN,34.72857143,7,both
1606,1606,1606,1/15/14,-0.26705235,2174:AL:SCAN,53.92857143,7,both
1608,1608,1608,1/15/14,0.017086083,2173:AL:SCAN,32.24285714,7,both
1610,1610,1610,1/15/14,-0.6483967,2114:AL:SCAN,40.32857143,7,both
1611,1611,1611,1/15/14,0.05770225,2178:AL:SCAN,24.58571429,7,both
1612,1612,1612,1/15/14,0.20195487,2181:AL:SCAN,28.75714286,7,both
1616,1616,1616,1/15/14,0.08090894,2179:AL:SCAN,26.7,7,both
1617,1617,1617,1/15/14,0.13804603,2115:AL:SCAN,24.47142857,7,both
1618,1618,1618,1/15/14,-0.1389044,2175:AL:SCAN,22.82857143,7,both
1619,1619,1619,1/15/14,0.35360032,2053:AL:SCAN,36.91428571,7,both
1620,1620,1620,3/5/14,1.2572938,2057:AL:SCAN,32.75714286,7,both
1622,1622,1622,3/5/14,-0.19459559,2177:AL:SCAN,51.61428571,7,both
1623,1623,1623,3/5/14,1.0372094,2113:AL:SCAN,34.17142857,7,both
1624,1624,1624,3/5/14,1.3168339,2174:AL:SCAN,54,7,both
1626,1626,1626,3/5/14,2.0587394,2173:AL:SCAN,28.84285714,7,both
1628,1628,1628,3/5/14,2.1349561,2114:AL:SCAN,40.47142857,7,both
1629,1629,1629,3/5/14,0.08117558,2178:AL:SCAN,22.87142857,7,both
1630,1630,1630,3/5/14,0.26119348,2181:AL:SCAN,27.37142857,7,both
1634,1634,1634,3/5/14,0.6418988,2179:AL:SCAN,25.82857143,7,both
1635,1635,1635,3/5/14,0.023921665,2115:AL:SCAN,13.18571429,7,both
1636,1636,1636,3/5/14,-0.06845771,2175:AL:SCAN,15.7,7,both
1637,1637,1637,3/5/14,0.73315763,2053:AL:SCAN,34.78571429,7,both
1638,1638,1638,7/16/14,-1.0926162,2057:AL:SCAN,26.91428571,7,both
1640,1640,1640,7/16/14,-0.42639256,2177:AL:SCAN,24.54285714,7,both
1641,1641,1641,7/16/14,-1.9775037,2113:AL:SCAN,16.28571429,7,both
1644,1644,1644,7/16/14,-0.2805625,2173:AL:SCAN,26.07142857,7,both
1646,1646,1646,7/16/14,-0.85973746,2114:AL:SCAN,37.4,7,both
1648,1648,1648,7/16/14,-0.5113597,2181:AL:SCAN,26.65714286,7,both
1651,1651,1651,7/16/14,-1.521904,2056:AL:SCAN,26.55714286,7,both
1655,1655,1655,7/16/14,-0.27055708,2053:AL:SCAN,18.9,7,both
1656,1656,1656,12/17/14,0.16471653,2057:AL:SCAN,33.07142857,7,both
1658,1658,1658,12/17/14,-1.0283997,2177:AL:SCAN,38.08571429,7,both
1659,1659,1659,12/17/14,0.16495924,2113:AL:SCAN,33.12857143,7,both
1660,1660,1660,12/17/14,1.0540857,2174:AL:SCAN,41.71428571,7,both
1661,1661,1661,12/17/14,0.41973868,2055:AL:SCAN,29.24285714,7,both
1662,1662,1662,12/17/14,1.0597079,2173:AL:SCAN,31.82857143,7,both
1663,1663,1663,12/17/14,-0.36595938,2180:AL:SCAN,8.085714286,7,both
1664,1664,1664,12/17/14,0.6973468,2114:AL:SCAN,30.07142857,7,both
1666,1666,1666,12/17/14,-0.5084804,2181:AL:SCAN,11.24285714,7,both
1667,1667,1667,12/17/14,-0.43744892,2182:AL:SCAN,5.128571429,7,both
1669,1669,1669,12/17/14,0.12711173,2056:AL:SCAN,40.17142857,7,both
1671,1671,1671,12/17/14,-0.14874727,2115:AL:SCAN,7.4,7,both
1672,1672,1672,12/17/14,0.22666547,2175:AL:SCAN,19,7,both
1673,1673,1673,12/17/14,0.21541569,2053:AL:SCAN,34.27142857,7,both
1674,1674,1674,8/20/14,0.018103495,2057:AL:SCAN,26.61428571,7,both
1677,1677,1677,8/20/14,-0.32375786,2113:AL:SCAN,10.05714286,7,both
1680,1680,1680,8/20/14,-0.36112896,2173:AL:SCAN,28.92857143,7,both
1682,1682,1682,8/20/14,-0.6775848,2114:AL:SCAN,26.6,7,both
1683,1683,1683,8/20/14,-1.61828,2178:AL:SCAN,11.88571429,7,both
1684,1684,1684,8/20/14,-0.13426091,2181:AL:SCAN,16.17142857,7,both
1687,1687,1687,8/20/14,-0.96210533,2056:AL:SCAN,20.18571429,7,both
1689,1689,1689,8/20/14,-1.2509038,2115:AL:SCAN,8.885714286,7,both
1690,1690,1690,8/20/14,0.66823477,2175:AL:SCAN,13.64285714,7,both
1691,1691,1691,8/20/14,0.42328212,2053:AL:SCAN,16.6,7,both
1692,1692,1692,3/26/14,0.14678411,2057:AL:SCAN,33.02857143,7,both
1694,1694,1694,3/26/14,1.5785623,2177:AL:SCAN,52.92857143,7,both
1695,1695,1695,3/26/14,0.40678093,2113:AL:SCAN,33.61428571,7,both
1696,1696,1696,3/26/14,0.7365336,2174:AL:SCAN,52.88571429,7,both
1698,1698,1698,3/26/14,0.6515932,2173:AL:SCAN,23.25714286,7,both
1700,1700,1700,3/26/14,0.38733295,2114:AL:SCAN,40.18571429,7,both
1701,1701,1701,3/26/14,1.4781619,2178:AL:SCAN,21.04285714,7,both
1702,1702,1702,3/26/14,0.47736633,2181:AL:SCAN,23.95714286,7,both
1706,1706,1706,3/26/14,0.58887815,2179:AL:SCAN,25.1,7,both
1707,1707,1707,3/26/14,1.7368597,2115:AL:SCAN,14.75714286,7,both
1708,1708,1708,3/26/14,0.9906335,2175:AL:SCAN,28.14285714,7,both
1709,1709,1709,3/26/14,-0.18834735,2053:AL:SCAN,34.1,7,both
1710,1710,1710,9/24/14,-0.2750463,2057:AL:SCAN,16.28571429,7,both
1712,1712,1712,9/24/14,-0.59496534,2177:AL:SCAN,32.82857143,7,both
1713,1713,1713,9/24/14,-0.8355283,2113:AL:SCAN,9.271428571,7,both
1714,1714,1714,9/24/14,-0.8729281,2174:AL:SCAN,37.48571429,7,both
1716,1716,1716,9/24/14,0.6121569,2173:AL:SCAN,15.91428571,7,both
1717,1717,1717,9/24/14,0.77729356,2180:AL:SCAN,15.01428571,7,both
1718,1718,1718,9/24/14,-1.2083188,2114:AL:SCAN,23.32857143,7,both
1720,1720,1720,9/24/14,-0.00171635,2181:AL:SCAN,13.85714286,7,both
1721,1721,1721,9/24/14,0.9730805,2182:AL:SCAN,11.85714286,7,both
1723,1723,1723,9/24/14,-1.426456,2056:AL:SCAN,14.55714286,7,both
1724,1724,1724,9/24/14,-0.566181,2179:AL:SCAN,12.68571429,7,both
1725,1725,1725,9/24/14,-0.25135666,2115:AL:SCAN,6.057142857,7,both
1726,1726,1726,9/24/14,-0.5076535,2175:AL:SCAN,10.6,7,both
1727,1727,1727,9/24/14,-1.062375,2053:AL:SCAN,12.22857143,7,both
1728,1728,1728,7/23/14,-2.236264,2057:AL:SCAN,27.94285714,7,both
1731,1731,1731,7/23/14,-1.9497907,2113:AL:SCAN,21.65714286,7,both
1734,1734,1734,7/23/14,0.6859243,2173:AL:SCAN,28.47142857,7,both
1736,1736,1736,7/23/14,-2.6837397,2114:AL:SCAN,36.28571429,7,both
1738,1738,1738,7/23/14,0.44067183,2181:AL:SCAN,27.2,7,both
1741,1741,1741,7/23/14,-2.655159,2056:AL:SCAN,27.91428571,7,both
1746,1746,1746,11/12/14,1.2233148,2057:AL:SCAN,32.05714286,7,both
1748,1748,1748,11/12/14,0.18452868,2177:AL:SCAN,30.3,7,both
1749,1749,1749,11/12/14,0.7784971,2113:AL:SCAN,32.3,7,both
1750,1750,1750,11/12/14,0.49789712,2174:AL:SCAN,38.57142857,7,both
1751,1751,1751,11/12/14,-0.27938926,2055:AL:SCAN,25.42857143,7,both
1752,1752,1752,11/12/14,1.4122043,2173:AL:SCAN,31.91428571,7,both
1753,1753,1753,11/12/14,-0.93649995,2180:AL:SCAN,9.057142857,7,both
1754,1754,1754,11/12/14,0.54849666,2114:AL:SCAN,18.51428571,7,both
1756,1756,1756,11/12/14,-1.4394538,2181:AL:SCAN,9.614285714,7,both
1757,1757,1757,11/12/14,-0.010177274,2182:AL:SCAN,6.428571429,7,both
1759,1759,1759,11/12/14,1.0429089,2056:AL:SCAN,29.95714286,7,both
1761,1761,1761,11/12/14,0.291394,2115:AL:SCAN,4.185714286,7,both
1762,1762,1762,11/12/14,0.44002277,2175:AL:SCAN,12.1,7,both
1763,1763,1763,11/12/14,0.76039714,2053:AL:SCAN,32.11428571,7,both
1764,1764,1764,5/7/14,0.06151929,2057:AL:SCAN,35.27142857,7,both
1766,1766,1766,5/7/14,-0.7229214,2177:AL:SCAN,43.61428571,7,both
1767,1767,1767,5/7/14,-0.004588873,2113:AL:SCAN,31.75714286,7,both
1768,1768,1768,5/7/14,0.47531843,2174:AL:SCAN,53.9,7,both
1770,1770,1770,5/7/14,0.09250095,2173:AL:SCAN,19.22857143,7,both
1772,1772,1772,5/7/14,-0.81130576,2114:AL:SCAN,38.97142857,7,both
1773,1773,1773,5/7/14,0.5590213,2178:AL:SCAN,9.9,7,both
1774,1774,1774,5/7/14,1.3601676,2181:AL:SCAN,24.07142857,7,both
1777,1777,1777,5/7/14,-0.51334804,2056:AL:SCAN,29.08571429,7,both
1778,1778,1778,5/7/14,-0.8997168,2179:AL:SCAN,20.07142857,7,both
1779,1779,1779,5/7/14,-0.27315912,2115:AL:SCAN,10.24285714,7,both
1780,1780,1780,5/7/14,-0.92540514,2175:AL:SCAN,18.45714286,7,both
1781,1781,1781,5/7/14,0.074263185,2053:AL:SCAN,36.77142857,7,both
1782,1782,1782,5/28/14,1.1327684,2057:AL:SCAN,20.6,7,both
1785,1785,1785,5/28/14,0.39530617,2113:AL:SCAN,18.55714286,7,both
1786,1786,1786,5/28/14,-0.1670553,2174:AL:SCAN,53.41428571,7,both
1788,1788,1788,5/28/14,1.230969,2173:AL:SCAN,15.04285714,7,both
1790,1790,1790,5/28/14,-0.06644542,2114:AL:SCAN,30.97142857,7,both
1791,1791,1791,5/28/14,0.17547864,2178:AL:SCAN,9.957142857,7,both
1795,1795,1795,5/28/14,0.2841625,2056:AL:SCAN,18.51428571,7,both
1796,1796,1796,5/28/14,0.06000056,2179:AL:SCAN,14.3,7,both
1797,1797,1797,5/28/14,0.256838,2115:AL:SCAN,5,7,both
1799,1799,1799,5/28/14,0.7147359,2053:AL:SCAN,28.82857143,7,both
1800,1800,1800,10/29/14,-0.497315,2057:AL:SCAN,21.75714286,7,both
1802,1802,1802,10/29/14,-0.025861843,2177:AL:SCAN,37.52857143,7,both
1804,1804,1804,10/29/14,0.54995537,2174:AL:SCAN,41.14285714,7,both
1805,1805,1805,10/29/14,0.22155099,2055:AL:SCAN,19.17142857,7,both
1806,1806,1806,10/29/14,-0.02630939,2173:AL:SCAN,26.92857143,7,both
1807,1807,1807,10/29/14,-0.027200168,2180:AL:SCAN,10.62857143,7,both
1808,1808,1808,10/29/14,0.2368897,2114:AL:SCAN,22.02857143,7,both
1810,1810,1810,10/29/14,-0.05258084,2181:AL:SCAN,14.31428571,7,both
1811,1811,1811,10/29/14,0.5703054,2182:AL:SCAN,9.3,7,both
1813,1813,1813,10/29/14,-0.62390405,2056:AL:SCAN,19.45714286,7,both
1814,1814,1814,10/29/14,-0.12740834,2179:AL:SCAN,15.12857143,7,both
1815,1815,1815,10/29/14,-0.2160652,2115:AL:SCAN,6.071428571,7,both
1816,1816,1816,10/29/14,0.009503695,2175:AL:SCAN,13.71428571,7,both
1817,1817,1817,10/29/14,0.49578318,2053:AL:SCAN,25.35714286,7,both
1818,1818,1818,7/2/14,0.98082846,2057:AL:SCAN,21.34285714,7,both
1821,1821,1821,7/2/14,0.6418358,2113:AL:SCAN,31.3,7,both
1822,1822,1822,7/2/14,0.9728298,2174:AL:SCAN,57.58571429,7,both
1824,1824,1824,7/2/14,0.42777336,2173:AL:SCAN,20.3,7,both
