year,station,Agland percent,Water percent,Shrub percent,Forest percent,Barren percent,Herbaceous percent,Wetland percent,Developed percent
2001,2055:AL:SCAN,0.17768755516328333,0.15187996469549866,0.015075022065313328,0.5944571932921447,0.0002824360105913504,0.010838481906443072,0.004766107678729038,0.04501323918799647
2001,2175:AL:SCAN,0.08413821960319398,0.11823982705115241,0.010565221939398167,0.6461522368283413,0.0011157990167021165,0.045364203772795424,6.973743854388228e-05,0.09435475434987273
2001,2056:AL:SCAN,0.34684223532318986,0.0024005365905320013,0.004942281215801179,0.4333674586083948,3.530200868429414e-05,0.0005295301302644121,0.15137501323825325,0.06050764288488015
2001,2180:AL:SCAN,0.6898430098795507,0.0005075111652456354,0.002097712816348626,0.11016375693598593,3.383407768304236e-05,0.007849506022465827,0.09213019353092435,0.09737447557179592
2001,2115:AL:SCAN,0.11355399855037449,0.0030373105995236947,0.05170330997825562,0.4828633555379146,0.0009664170089393573,0.010906706243744176,0.04245331860697891,0.29451558347426915
2001,2078:AL:SCAN,0.6859647877325004,0.0025202328553173363,0.0014908419707511003,0.09438449524350419,0.00021297742439301435,0.0034076387902882295,0.09701121681101803,0.11500780917222775
2001,2176:AL:SCAN,0.23703013358185773,0.09119464291878085,0.03344724034379207,0.359808083946015,0.012564288426357392,0.03841772807290049,0.15639777708743227,0.07114010562286424
2001,2178:AL:SCAN,0.4276690483587035,0.02764833799316558,0.013082047564806186,0.15839977908943426,0.021228124676400537,0.0029339684512098307,0.286976631804218,0.062062062062062065
2001,2182:AL:SCAN,0.29337550159831327,0.02506291233081684,0.046691151465687274,0.34414745290076854,0.0002720533224512004,0.027579405563490443,0.2452560701897572,0.01761545262871523
2001,2114:AL:SCAN,0.40348692403486924,0.025183340251833403,0.022900235229002353,0.4652691296526913,0.00010377750103777501,0.001072367510723675,0.01266085512660855,0.0693233706932337
2001,2113:AL:SCAN,0.3682765418192059,0.02098000563221628,0.023514502956913545,0.44146015206983946,0.0005984229794424106,0.007920304139678964,0.0019008729935229513,0.1353491974091805
2001,2179:AL:SCAN,0.18256706329648667,0.0005984651130042949,0.07051327184397663,0.6102583961134972,0.0,0.07966626768992466,0.004259663451383511,0.0521368724917271
2001,2177:AL:SCAN,0.8611158975772822,0.00968397835751456,0.008960264672433401,0.06578902022952063,0.0001723127821621808,0.0013440397008650101,0.01640417686183961,0.03653030981838233
2001,2053:AL:SCAN,0.814159920465843,0.00021303792074989347,0.004438290015622781,0.04086777446385457,0.00035506320124982244,0.004509302655872746,0.032807839795483594,0.10264877148132368
2001,2181:AL:SCAN,0.42340686274509803,0.0033360566448801744,0.019335511982570806,0.29190495642701525,0.01133578431372549,0.04844090413943355,0.15407135076252723,0.048168572984749455
2001,2057:AL:SCAN,0.2571226080793763,0.0005669737774627923,0.008327427356484762,0.41520198440822115,0.00017717930545712261,0.002515946137491141,0.0021615875265768958,0.31392629340892986
2001,2174:AL:SCAN,0.7763592722718893,0.015410303683862665,0.0016697394510731556,0.03266427801161861,0.0002435036699481685,0.0008696559641006018,0.14683271297874562,0.025950533968761957
2001,2173:AL:SCAN,0.4578766272923983,0.0009932247880529248,0.02933560356142031,0.45429392359263593,3.5472313859033024e-05,0.005108013195700756,0.011634918945762832,0.04072221631016991
2004,2175:AL:SCAN,0.08141845949998257,0.11782140241988912,0.028871299557167267,0.6390390180968653,0.0010809302974301755,0.03622859932354685,6.973743854388228e-05,0.09547055336657484
2004,2056:AL:SCAN,0.3449006248455537,0.003177180781586472,0.002577046633953472,0.4347442369470823,3.530200868429414e-05,0.0027535566773749425,0.15098669114272603,0.060825360963038796
2004,2180:AL:SCAN,0.6816889971579375,0.0005075111652456354,0.006529976992827175,0.10373528217620788,3.383407768304236e-05,0.01762755447286507,0.09206252537555826,0.09781431858167547
2004,2115:AL:SCAN,0.10306147102474718,0.0031408552790529115,0.05380871846201636,0.4890415214164912,0.0009319021157629517,0.012356331757153212,0.04286749732509578,0.2947917026196804
2004,2078:AL:SCAN,0.6856808178333097,0.0026267215675138435,0.0014553457333522646,0.09207723981257987,0.0002484736617918501,0.004614510861848644,0.09743717165980406,0.1158597188697998
2004,2057:AL:SCAN,0.247413182140326,0.0004961020552799433,0.010772501771793055,0.4147058823529412,0.00017717930545712261,0.004287739192062367,0.002232459248759745,0.3199149539333806
2004,2053:AL:SCAN,0.8121715665388439,0.00021303792074989347,0.003053543530748473,0.03934100269848033,0.00035506320124982244,0.0071722766652464135,0.032736827155233635,0.10495668228944752
2004,2178:AL:SCAN,0.4275309792551172,0.029443236339788063,0.012874943909426667,0.15360187773980877,0.018880949915432675,0.008284146215180697,0.2866659763211487,0.0627178903040972
2004,2182:AL:SCAN,0.2926953682921853,0.02533496565326804,0.06695912398830171,0.34445351288852616,0.0002720533224512004,0.007243419710263211,0.2452560701897572,0.01778548595524723
2004,2114:AL:SCAN,0.38871592638715924,0.02535630275356303,0.03331257783312578,0.4586273695862737,6.918500069185e-05,0.011035007610350075,0.012522485125224851,0.07036114570361146
2004,2113:AL:SCAN,0.3596522106448888,0.02115601239087581,0.01390453393410307,0.45620951844550833,0.0005984229794424106,0.008941143339904253,0.0017952689383272317,0.13774288932695017
2004,2179:AL:SCAN,0.17647680067591354,0.0003872421319439555,0.09283250017601916,0.6412025628388369,0.0,0.03266915440399915,0.004259663451383511,0.05217207632190382
2004,2177:AL:SCAN,0.8617362235930661,0.010235379260433539,0.008374401213081986,0.04387083433849123,0.0001723127821621808,0.021573560326705037,0.017058965434055898,0.036978323052004
2004,2173:AL:SCAN,0.44883118725834487,0.001277003298925189,0.03369869816608137,0.4573800148983718,3.5472313859033024e-05,0.006668795005498209,0.011386612748749601,0.04072221631016991
2004,2055:AL:SCAN,0.1774757281553398,0.15184466019417475,0.019805825242718445,0.5654368932038835,0.0002824360105913504,0.035233892321270964,0.004695498676081201,0.04522506619593998
2004,2176:AL:SCAN,0.22142832487660075,0.09229919574747161,0.06337371854613234,0.35721928825377103,0.0140485312899106,0.025646335991163578,0.15474094784439613,0.071243657450554
2004,2174:AL:SCAN,0.7053605593627161,0.015479876160990712,0.07416426061849932,0.03673426792360942,0.00020871743138414444,0.0011479458726127943,0.14095383866142555,0.025950533968761957
2004,2181:AL:SCAN,0.4039011437908497,0.0032679738562091504,0.04646650326797386,0.2860838779956427,0.010961328976034858,0.046772875816993464,0.1536968954248366,0.0488494008714597
2006,2175:AL:SCAN,0.08117437846507898,0.11778653370061717,0.0299173611353255,0.6266606227553262,0.0010809302974301755,0.045364203772795424,6.973743854388228e-05,0.09794623243488267
2006,2056:AL:SCAN,0.3466304232710841,0.0024005365905320013,0.004448053094221061,0.4212235676209976,3.530200868429414e-05,0.013344159282663184,0.15084548310798884,0.06107247502382886
2006,2180:AL:SCAN,0.6786439301664636,0.0004060089321965083,0.009778048450399241,0.10799837596427121,3.383407768304236e-05,0.010353227771010963,0.09236703207470565,0.10041954256326972
2006,2115:AL:SCAN,0.10178441997722017,0.0030027957063472888,0.05256618230766576,0.4503848410589169,0.0008283574362337348,0.052911331239429815,0.04290201221827218,0.2956200600559141
2006,2078:AL:SCAN,0.6799659236120971,0.003336646315490558,0.0019877892943348007,0.08561692460599177,0.0002839698991906858,0.00979696152207866,0.09672724691182735,0.12228453783898907
2006,2055:AL:SCAN,0.1782171226831421,0.15166813768755516,0.01147396293027361,0.5621182700794352,0.0013062665489849956,0.044483671668137686,0.005154457193292145,0.04557811120917917
2006,2176:AL:SCAN,0.21756238997618307,0.09057333195264229,0.04556280418349384,0.3637430533982258,0.013013013013013013,0.04004004004004004,0.15726070898484693,0.072244658451555
2006,2057:AL:SCAN,0.226045357902197,0.0005669737774627923,0.010701630049610205,0.3993975903614458,0.00017717930545712261,0.006555634301913536,0.002126151665485471,0.35442948263642804
2006,2114:AL:SCAN,0.38055209630552095,0.025494672754946726,0.03770582537705825,0.4533693095336931,6.918500069185e-05,0.0163276601632766,0.012591670125916702,0.0738895807388958
2006,2113:AL:SCAN,0.3500422416220783,0.020099971838918613,0.011194029850746268,0.4490988453956632,0.0005984229794424106,0.02347930160518164,0.0020064770487186706,0.14348070965925092
2006,2179:AL:SCAN,0.17619517003449975,0.00031683447159050904,0.06287404069562769,0.6497570935717806,0.0,0.05438991762303739,0.004294867281560233,0.05217207632190382
2006,2177:AL:SCAN,0.8570148533618224,0.009925216252541613,0.020505221077299515,0.040321191025950304,0.0001723127821621808,0.017231278216218077,0.01747251611124513,0.0373574111727608
2006,2053:AL:SCAN,0.803863087629598,0.00021303792074989347,0.00347961937224826,0.03848885101548075,0.00010651896037494674,0.007243289305496378,0.03263030819485868,0.113975287601193
2006,2173:AL:SCAN,0.44730587776240643,0.0012060586712071227,0.024440424248873754,0.47277499911319215,3.5472313859033024e-05,0.0020219218899648825,0.011457557376467666,0.04075768862402895
2006,2182:AL:SCAN,0.2927633816227981,0.02506291233081684,0.0614500442086649,0.3343875399578317,0.00034006665306400053,0.022852479085900837,0.24515405019383799,0.017989525947085628
2006,2178:AL:SCAN,0.4260812536674606,0.031548790169479826,0.013910462186324255,0.1509785647716682,0.016188602395498946,0.009595802699250975,0.28808118463290877,0.06361533947740844
2006,2174:AL:SCAN,0.6758618290604237,0.015584234876682784,0.01537551744529864,0.1148989459769715,0.00020871743138414444,0.000974014679792674,0.1511462065606846,0.025950533968761957
2006,2181:AL:SCAN,0.3982502723311547,0.003846677559912854,0.04384531590413943,0.2526552287581699,0.010927287581699346,0.08731617647058823,0.15291394335511982,0.05024509803921569
2008,2181:AL:SCAN,0.39794389978213507,0.0028594771241830064,0.06113834422657952,0.25939542483660133,0.011880446623093682,0.06352124183006536,0.1528458605664488,0.050415305010893245
2008,2175:AL:SCAN,0.07939607378220997,0.11764705882352941,0.04648000278949754,0.6247777119146414,0.0010460615781582342,0.031625928379650614,6.973743854388228e-05,0.09895742529376896
2008,2056:AL:SCAN,0.34535955095844956,0.003388992833692237,0.005330603311328414,0.4186818229957285,3.530200868429414e-05,0.015285769760299361,0.15077487909062026,0.061143079041197444
2008,2180:AL:SCAN,0.6738056570577886,0.0005751793206117201,0.004770604953308973,0.10867505751793206,3.383407768304236e-05,0.009101366896738395,0.09226552984165652,0.11077277033428069
2008,2115:AL:SCAN,0.10092154764781003,0.0029682808131708833,0.06288613536741104,0.4137645393987506,0.0009319021157629517,0.08024712663514307,0.04245331860697891,0.29582714941497257
2008,2078:AL:SCAN,0.6764517961096124,0.002946187704103365,0.006744285105778788,0.08384211273604998,0.0005324435609825359,0.010364901320460031,0.09672724691182735,0.12239102655118557
2008,2174:AL:SCAN,0.6637562180401433,0.01701047065780777,0.01102723762479563,0.13090061571642259,0.00020871743138414444,0.0009044422026646258,0.15024176435801997,0.025950533968761957
2008,2173:AL:SCAN,0.44730587776240643,0.0012060586712071227,0.01851654783441524,0.47696073214855805,3.5472313859033024e-05,0.0037955375829165335,0.011422085062608634,0.04075768862402895
2008,2178:AL:SCAN,0.42007524766145454,0.03645024334679507,0.017500258879569224,0.15232473853163508,0.01587794691242967,0.005833419626523075,0.28442235338787064,0.06751579165372269
2008,2182:AL:SCAN,0.28939672175746445,0.02502890566551044,0.0631843841392913,0.3220091137863021,0.00034006665306400053,0.036829218526831256,0.24522206352445078,0.017989525947085628
2008,2114:AL:SCAN,0.3747751487477515,0.02570222775702228,0.03448872284488723,0.4502213920022139,0.0001383700013837,0.026532447765324478,0.012972187629721877,0.07516950325169504
2008,2113:AL:SCAN,0.349021402421853,0.020698394818361027,0.010630808223035764,0.4516685440720924,0.00024640946212334556,0.018691917769642356,0.0019008729935229513,0.1471416502393692
2008,2179:AL:SCAN,0.173238048299655,0.0004224459621206787,0.04530732943744279,0.6646835175667113,0.0,0.05970569597972259,0.004259663451383511,0.05238329930296416
2008,2177:AL:SCAN,0.8554295757659303,0.010063066478271359,0.03429024365027398,0.04342282110486956,0.0001723127821621808,0.002136678498811042,0.017093427990488335,0.03739187372919323
2008,2176:AL:SCAN,0.21635428531980255,0.08912360636498567,0.03679541610576093,0.38545441993717855,0.014186600393496946,0.025404715059887475,0.1573297435366401,0.07535121328224777
2008,2055:AL:SCAN,0.17736981465136806,0.15170344218887907,0.02969108561341571,0.5644483671668138,0.0013062665489849956,0.02443071491615181,0.0052250661959399826,0.0458252427184466
2008,2053:AL:SCAN,0.7972944184064763,0.0008876580031245562,0.005574492259622213,0.03831131941485585,0.000142025280499929,0.005396960658997301,0.03263030819485868,0.11976281778156511
2008,2057:AL:SCAN,0.21665485471296952,0.0005315379163713678,0.010772501771793055,0.3950035435861091,0.00010630758327427356,0.007973068745570517,0.002126151665485471,0.3668320340184266
2011,2174:AL:SCAN,0.6442759244442898,0.01972379726580165,0.016523463317911435,0.14067554875291335,0.00020871743138414444,0.001426235781124987,0.15121577903781264,0.025950533968761957
2011,2177:AL:SCAN,0.8457800599648482,0.010166454147568667,0.04073474170313954,0.04056242892097736,0.0001723127821621808,0.008477788882379295,0.016714339869731535,0.03739187372919323
2011,2179:AL:SCAN,0.16908399633880167,0.00031683447159050904,0.041505315778356686,0.6647891290572414,0.0,0.06752094627895515,0.004330071111736957,0.05245370696331761
2011,2113:AL:SCAN,0.34057307800619546,0.020311179949310053,0.013517319065052097,0.44892283863700366,0.0003872148690509716,0.021930442128977753,0.0019360743452548578,0.15242185299915517
2011,2114:AL:SCAN,0.36581569115815693,0.026740002767400028,0.05102393801023938,0.4545108620451086,0.0,0.013041372630413727,0.012799225127992251,0.07606890826068909
2011,2182:AL:SCAN,0.2879684418145957,0.02489287900428484,0.039379718424811264,0.35962048561518056,0.00034006665306400053,0.02468883901244644,0.2450860368632252,0.018023532612392028
2011,2178:AL:SCAN,0.41413827620724175,0.04028166097131614,0.015739877808843325,0.15446480963722342,0.01625763694729212,0.006592799696247972,0.28452590521556037,0.0679990335162749
2011,2176:AL:SCAN,0.21138379759069414,0.08974491733112423,0.04262883573228401,0.36923130026578305,0.01432466949708329,0.039246142694418555,0.15739877808843325,0.07604155880017949
2011,2078:AL:SCAN,0.6731506460315206,0.0029816839415022006,0.006424818969189266,0.0876402101377254,0.0005324435609825359,0.008732074400113587,0.09676274314922619,0.12377537980974017
2011,2115:AL:SCAN,0.09798778172781555,0.0029682808131708833,0.1191799261381286,0.40020018638042315,0.0008628723294101404,0.040313395230041765,0.042487833500155316,0.2959997238808546
2011,2180:AL:SCAN,0.6719447827852213,0.0005413452429286778,0.001590201651102991,0.11402084179185275,3.383407768304236e-05,0.006834483691974556,0.09223169576397347,0.11280281499526323
2011,2056:AL:SCAN,0.3456066650192396,0.004624563137642532,0.009531542344759416,0.4114449112154482,3.530200868429414e-05,0.016839058142408304,0.1504924630211459,0.061425495110671795
2011,2175:AL:SCAN,0.07883817427385892,0.11862338296314376,0.024512709648174622,0.6270790473865895,0.0010111928588862932,0.049827399839603895,6.973743854388228e-05,0.10003835559119914
2011,2181:AL:SCAN,0.39794389978213507,0.0026211873638344227,0.08432053376906318,0.2786968954248366,0.011914488017429194,0.02042483660130719,0.15349264705882354,0.05058551198257081
2011,2055:AL:SCAN,0.17719329214474847,0.15166813768755516,0.012744924977934686,0.49684024713150926,0.001023830538393645,0.10894969108561342,0.005154457193292145,0.04642541924095322
2011,2053:AL:SCAN,0.7883823320551058,0.0009941769634995029,0.0033375940917483313,0.03884391421673058,0.000142025280499929,0.006675188183496663,0.03241727027410879,0.1292074989348104
2011,2057:AL:SCAN,0.1982636428065202,0.0003189227498228207,0.009780297661233167,0.38596739900779586,0.00010630758327427356,0.007476966690290574,0.002126151665485471,0.3959603118355776
2011,2173:AL:SCAN,0.4461707637189174,0.0012415309850661558,0.020254691213507856,0.4650065623780639,3.5472313859033024e-05,0.01500478876237097,0.011386612748749601,0.04089957787946508
2013,2057:AL:SCAN,0.19790928419560597,0.0003189227498228207,0.010382707299787386,0.3896172927002126,0.00010630758327427356,0.003401842664776754,0.002126151665485471,0.39613749114103475
2013,2173:AL:SCAN,0.4437231740626441,0.0011351140434890568,0.02990316058316484,0.4712496896172537,3.5472313859033024e-05,0.001560781809797453,0.0114930296903267,0.04089957787946508
2013,2174:AL:SCAN,0.643197551048805,0.020106445890005913,0.003409051379274359,0.1541726093157547,0.00020871743138414444,0.0013914495425609629,0.15152885518488884,0.025985320207325982
2013,2181:AL:SCAN,0.3971949891067538,0.003914760348583878,0.02399918300653595,0.33326525054466233,0.011369825708061002,0.025122549019607844,0.15322031590413943,0.05191312636165577
2013,2175:AL:SCAN,0.07946581122075386,0.11775166498134523,0.030719341678580144,0.6144914397294188,0.0010111928588862932,0.056347850343456886,6.973743854388228e-05,0.10014296174901496
2013,2180:AL:SCAN,0.6708282582216809,0.0005075111652456354,0.0018947083502503723,0.11449451887941535,3.383407768304236e-05,0.00602246582758154,0.09199485722019218,0.11422384625795101
2013,2115:AL:SCAN,0.09833293065957961,0.0030373105995236947,0.11631519000448694,0.42463673074931835,0.0008283574362337348,0.018396438063024195,0.04241880371380251,0.296034238774031
2013,2078:AL:SCAN,0.6745349992900752,0.0030171801789010363,0.004650007099247479,0.08849211983529746,0.0005324435609825359,0.007773675990345024,0.09711770552321454,0.12388186852193668
2013,2056:AL:SCAN,0.3447241148021322,0.0034242948423765314,0.007837045927913299,0.419705581247573,7.060401736858827e-05,0.01168496487450136,0.1510925971687789,0.06146079711935609
2013,2176:AL:SCAN,0.21172897034966,0.0862931897414656,0.03807255531393462,0.3879051465258362,0.015946981464222843,0.02726864795830313,0.1567429498463981,0.07604155880017949
2013,2055:AL:SCAN,0.17676963812886143,0.1512091791703442,0.0805648720211827,0.5115622241835834,0.00088261253309797,0.02729037952338923,0.0052603706972639015,0.04646072374227714
2013,2177:AL:SCAN,0.8489850777130648,0.010097529034703795,0.0256401419857325,0.05665644277492504,0.0001723127821621808,0.003721956094703105,0.017334665885515386,0.03739187372919323
2013,2179:AL:SCAN,0.16704217418855172,0.00031683447159050904,0.06195874111103288,0.6967542068577062,0.0,0.01714426529606421,0.004294867281560233,0.05248891079349433
2013,2113:AL:SCAN,0.3392706279921149,0.020522388059701493,0.012461278513094903,0.46032807659814134,0.0003872148690509716,0.012496479864826809,0.0019712756969867645,0.1525626584060828
2013,2053:AL:SCAN,0.7834114472376082,0.0010296832836244852,0.005254935378497373,0.039163471097855417,7.10126402499645e-05,0.004473796335747763,0.032452776594233776,0.13414287743218292
2013,2182:AL:SCAN,0.2854859552472285,0.02635516561246004,0.04414065156770727,0.3696524518805686,0.0002720533224512004,0.011324219547031219,0.2447459702101612,0.018023532612392028
2013,2178:AL:SCAN,0.41413827620724175,0.04035069552310932,0.013806910358634496,0.15767491629560595,0.014428221324773048,0.005833419626523075,0.2857340098719409,0.06803355079217148
2013,2114:AL:SCAN,0.36201051612010515,0.026532447765324478,0.03255154282551543,0.47585443475854433,6.918500069185e-05,0.013837000138370002,0.01293759512937595,0.07620727826207278
2016,2178:AL:SCAN,0.4126540333436885,0.039867453660557106,0.013461737599668634,0.15953884919402161,0.012874943909426667,0.005729867798833316,0.2869075972524248,0.06896551724137931
2016,2053:AL:SCAN,0.7769848032949865,0.0009586706433745207,0.00347961937224826,0.04061923022297969,0.0002485442408748757,0.004686834256497656,0.032452776594233776,0.14056952137480472
2016,2177:AL:SCAN,0.826170865354792,0.010235379260433539,0.033738842747354995,0.07175104249233208,0.0001723127821621808,0.003032704966054382,0.01750697866767757,0.03739187372919323
2016,2179:AL:SCAN,0.16528198267971556,0.00045764979229740197,0.03692881785538266,0.7199887347743434,0.0,0.020418221502499473,0.004224459621206787,0.052700133774554674
2016,2113:AL:SCAN,0.3338848211771332,0.019923965080259082,0.008905941988172347,0.448430019712757,0.00021120811039143902,0.028548296254576177,0.0020768797521824836,0.1580188679245283
2016,2114:AL:SCAN,0.35879341358793415,0.026394077763940777,0.027535630275356302,0.4715303722153037,0.00010377750103777501,0.02570222775702228,0.01293759512937595,0.07700290577002905
2016,2182:AL:SCAN,0.2865061552064205,0.02492688566959124,0.03829150513500646,0.373767258382643,0.0005100999795960009,0.01244643950214242,0.24546011018159558,0.018091545943004828
2016,2173:AL:SCAN,0.4408144443262034,0.0010996417296300237,0.03242169486715619,0.46553864708594944,3.5472313859033024e-05,0.007591075165833067,0.011563974318044765,0.04093505019332411
2016,2176:AL:SCAN,0.2089330710020365,0.08422215318767043,0.042076559317938626,0.39277208242725486,0.017569293431362397,0.02064133098615857,0.15774395084739912,0.07604155880017949
2016,2078:AL:SCAN,0.6728311798949311,0.0027332102797103506,0.003230157603294051,0.08678830044015334,0.0005324435609825359,0.010826352406644896,0.0971886979980122,0.12586965781627146
2016,2055:AL:SCAN,0.1761694616063548,0.1513857016769638,0.07922330097087378,0.5155163283318623,0.0010944395410414829,0.02439541041482789,0.005542806707855252,0.04667255075022066
2016,2174:AL:SCAN,0.642954047378857,0.015619021115246809,0.002504609176609733,0.15566841757400773,0.001008800918356698,0.0032351201864542385,0.1530246634431419,0.025985320207325982
2016,2181:AL:SCAN,0.3960035403050109,0.0022467320261437907,0.022569444444444444,0.3236996187363834,0.01184640522875817,0.03649237472766884,0.15417347494553377,0.05296840958605664
2016,2057:AL:SCAN,0.1949326718639263,0.00024805102763997164,0.005421686746987952,0.38990077958894404,0.00017717930545712261,0.006236711552090716,0.002126151665485471,0.40095676824946846
2016,2056:AL:SCAN,0.3437003565502877,0.0031418787729021783,0.005330603311328414,0.4223179298902108,0.00017651004342147069,0.012037984961344301,0.15137501323825325,0.061919723232251915
2016,2180:AL:SCAN,0.6690012180267966,0.0005751793206117201,0.0024022195154960076,0.1144606848017323,3.383407768304236e-05,0.006056299905264582,0.09158884828799567,0.11588171606442009
2016,2115:AL:SCAN,0.09619300728264246,0.0030027957063472888,0.10161184551133814,0.43720015186552996,0.0008628723294101404,0.02222759120560522,0.04245331860697891,0.29644841749214784
2016,2175:AL:SCAN,0.07699013215244604,0.1171240280344503,0.02841800620663203,0.5920359845182886,0.0011157990167021165,0.07876843683531504,6.973743854388228e-05,0.10547787579762195
2019,2053:AL:SCAN,0.7716588552762391,0.0009586706433745207,0.0032310751313733843,0.04083226814372958,0.0002485442408748757,0.004509302655872746,0.032452776594233776,0.14610850731430194
2019,2177:AL:SCAN,0.8180377020367371,0.010511079711893028,0.024571802736326982,0.0775752145294138,0.00027570045145948924,0.002860392183892201,0.017369128441947823,0.0487989799083296
2019,2179:AL:SCAN,0.16651411673590086,0.00045764979229740197,0.01351827078786172,0.7217137224530029,0.0003520383017672323,0.040519608533408434,0.004224459621206787,0.052700133774554674
2019,2113:AL:SCAN,0.33244156575612505,0.019923965080259082,0.011651647423261054,0.44631793860884256,0.0017248662348634187,0.026541819205857506,0.0020768797521824836,0.15932131793860885
2019,2114:AL:SCAN,0.35896637608966375,0.026394077763940777,0.033520132835201326,0.4848830773488308,0.00010377750103777501,0.006192057561920576,0.01293759512937595,0.07700290577002905
2019,2182:AL:SCAN,0.28671019519825885,0.02492688566959124,0.030810038767598448,0.3223831871046725,0.0005100999795960009,0.07117595048629531,0.2453920968509828,0.018091545943004828
2019,2178:AL:SCAN,0.4112388250319285,0.03741672707189948,0.015291153222187706,0.15318767042904974,0.01470435953194574,0.010355182768975872,0.2887715301508405,0.06903455179317249
2019,2176:AL:SCAN,0.2055158606882745,0.08187497842670256,0.029960995478236857,0.39705222463843154,0.02871837354595975,0.019157088122605363,0.15988402195298748,0.07783645714680197
2019,2078:AL:SCAN,0.6730086610819254,0.0027332102797103506,0.00440153343745563,0.08760471390032656,0.0005324435609825359,0.00887405934970893,0.0969757205736192,0.12586965781627146
2019,2115:AL:SCAN,0.09615849238946605,0.001622199979291064,0.05149622061919718,0.4944603596451869,0.0007593276498809237,0.015221067890794878,0.043833914334035134,0.29644841749214784
2019,2056:AL:SCAN,0.34401807462844636,0.0031418787729021783,0.003883220955272355,0.42408303032442546,0.00017651004342147069,0.011402548805027005,0.15137501323825325,0.061919723232251915
2019,2175:AL:SCAN,0.07615328288991945,0.1171240280344503,0.04114508874089055,0.5881655566791032,0.004393458628264584,0.0674709717912061,6.973743854388228e-05,0.10547787579762195
2019,2181:AL:SCAN,0.4028118191721133,0.002076525054466231,0.034586056644880174,0.3219635076252723,0.012425108932461874,0.018961056644880174,0.15417347494553377,0.053002450980392156
2019,2174:AL:SCAN,0.642954047378857,0.016001669739451073,0.0036525550492225276,0.15573799005113578,0.0006957247712804814,0.001948029359585348,0.1530246634431419,0.025985320207325982
2019,2173:AL:SCAN,0.4412401120925118,0.0010996417296300237,0.026320456883402503,0.47681884289312193,3.5472313859033024e-05,0.0019155049483877834,0.011563974318044765,0.041005994821042176
2019,2057:AL:SCAN,0.1945074415308292,0.00024805102763997164,0.006732813607370659,0.38072289156626504,0.004004252303330971,0.009922041105598866,0.002126151665485471,0.4017363571934798
2019,2055:AL:SCAN,0.17645189761694616,0.15110326566637247,0.016310679611650485,0.5835481023830539,0.0023654015887025594,0.017546337157987642,0.006001765225066196,0.04667255075022066
2019,2180:AL:SCAN,0.6689335498714305,0.0005751793206117201,0.0020300446609825416,0.11388550548112059,3.383407768304236e-05,0.007003654080389768,0.09158884828799567,0.11594938421978616
